tech,tech_id,mode,activity_unit,input_commodities,output_commodities,mode_is_active
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,17,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,18,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,19,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,20,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,21,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,22,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,23,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,24,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,25,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,26,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,27,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,28,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,29,PJ,,,no
PHL_INDU_OTHHPH_COAL,TEC_mnq2d,30,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,1,PJ,PHL_PRO_COAL,PHL_INDU_OTHHPH,yes
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,2,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,3,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,4,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,5,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,6,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,7,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,8,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,9,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,10,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,11,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,12,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,13,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,14,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,15,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,16,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,17,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,18,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,19,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,20,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,21,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,22,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,23,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,24,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,25,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,26,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,27,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,28,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,29,PJ,,,no
PHL_INDU_OTHHPH_COAL_CCS,TEC_l0wef,30,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,1,PJ,PHL_POW_H2,PHL_INDU_OTHHPH,yes
PHL_INDU_OTHHPH_H2,TEC_zj7zw,2,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,3,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,4,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,5,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,6,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,7,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,8,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,9,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,10,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,11,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,12,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,13,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,14,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,15,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,16,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,17,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,18,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,19,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,20,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,21,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,22,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,23,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,24,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,25,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,26,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,27,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,28,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,29,PJ,,,no
PHL_INDU_OTHHPH_H2,TEC_zj7zw,30,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,1,PJ,PHL_PRO_NG,PHL_INDU_OTHHPH,yes
PHL_INDU_OTHHPH_NG,TEC_5tf4l,2,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,3,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,4,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,5,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,6,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,7,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,8,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,9,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,10,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,11,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,12,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,13,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,14,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,15,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,16,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,17,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,18,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,19,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,20,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,21,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,22,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,23,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,24,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,25,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,26,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,27,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,28,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,29,PJ,,,no
PHL_INDU_OTHHPH_NG,TEC_5tf4l,30,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,1,PJ,PHL_PRO_NG,PHL_INDU_OTHHPH,yes
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,2,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,3,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,4,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,5,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,6,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,7,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,8,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,9,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,10,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,11,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,12,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,13,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,14,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,15,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,16,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,17,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,18,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,19,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,20,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,21,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,22,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,23,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,24,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,25,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,26,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,27,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,28,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,29,PJ,,,no
PHL_INDU_OTHHPH_NG_CCS,TEC_vvk62,30,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,1,PJ,PHL_PRO_OIL,PHL_INDU_OTHHPH,yes
PHL_INDU_OTHHPH_OIL,TEC_n9nde,2,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,3,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,4,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,5,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,6,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,7,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,8,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,9,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,10,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,11,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,12,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,13,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,14,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,15,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,16,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,17,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,18,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,19,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,20,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,21,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,22,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,23,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,24,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,25,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,26,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,27,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,28,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,29,PJ,,,no
PHL_INDU_OTHHPH_OIL,TEC_n9nde,30,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,1,PJ,PHL_PRO_BIOM,PHL_INDU_OTHLPH,yes
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,2,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,3,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,4,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,5,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,6,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,7,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,8,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,9,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,10,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,11,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,12,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,13,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,14,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,15,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,16,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,17,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,18,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,19,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,20,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,21,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,22,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,23,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,24,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,25,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,26,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,27,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,28,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,29,PJ,,,no
PHL_INDU_OTHLPH_BIOM,TEC_0kumq,30,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,1,PJ,PHL_PRO_COAL,PHL_INDU_OTHLPH,yes
PHL_INDU_OTHLPH_COAL,TEC_nbc72,2,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,3,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,4,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,5,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,6,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,7,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,8,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,9,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,10,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,11,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,12,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,13,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,14,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,15,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,16,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,17,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,18,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,19,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,20,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,21,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,22,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,23,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,24,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,25,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,26,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,27,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,28,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,29,PJ,,,no
PHL_INDU_OTHLPH_COAL,TEC_nbc72,30,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,1,PJ,PHL_INDU_ELE,PHL_INDU_OTHLPH,yes
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,2,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,3,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,4,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,5,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,6,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,7,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,8,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,9,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,10,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,11,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,12,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,13,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,14,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,15,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,16,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,17,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,18,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,19,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,20,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,21,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,22,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,23,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,24,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,25,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,26,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,27,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,28,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,29,PJ,,,no
PHL_INDU_OTHLPH_ELE,TEC_g1pg3,30,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,1,PJ,PHL_POW_H2,PHL_INDU_OTHLPH,yes
PHL_INDU_OTHLPH_H2,TEC_838bf,2,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,3,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,4,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,5,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,6,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,7,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,8,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,9,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,10,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,11,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,12,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,13,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,14,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,15,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,16,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,17,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,18,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,19,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,20,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,21,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,22,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,23,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,24,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,25,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,26,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,27,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,28,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,29,PJ,,,no
PHL_INDU_OTHLPH_H2,TEC_838bf,30,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,1,PJ,PHL_PRO_NG,PHL_INDU_OTHLPH,yes
PHL_INDU_OTHLPH_NG,TEC_yt6ao,2,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,3,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,4,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,5,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,6,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,7,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,8,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,9,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,10,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,11,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,12,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,13,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,14,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,15,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,16,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,17,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,18,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,19,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,20,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,21,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,22,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,23,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,24,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,25,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,26,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,27,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,28,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,29,PJ,,,no
PHL_INDU_OTHLPH_NG,TEC_yt6ao,30,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,1,PJ,PHL_PRO_OIL,PHL_INDU_OTHLPH,yes
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,2,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,3,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,4,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,5,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,6,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,7,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,8,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,9,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,10,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,11,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,12,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,13,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,14,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,15,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,16,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,17,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,18,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,19,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,20,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,21,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,22,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,23,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,24,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,25,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,26,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,27,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,28,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,29,PJ,,,no
PHL_INDU_OTHLPH_OIL,TEC_d6i5g,30,PJ,,,no
PHL_INDU_PLANT_OTH,TEC_s1taz,1,PJ,PHL_INDU_ELE;PHL_INDU_OTHHPH;PHL_INDU_OTHLPH,PHL_INDU_OTH,yes
PHL_INDU_PLANT_OTH,TEC_s1taz,2,PJ,,,no
PHL_INDU_PLANT_OTH,TEC_s1taz,3,PJ,,,no
PHL_INDU_PLANT_OTH,TEC_s1taz,4,PJ,,,no
PHL_INDU_PLANT_OTH,TEC_s1taz,5,PJ,,,no
PHL_INDU_PLANT_OTH,TEC_s1taz,6,PJ,,,no
PHL_INDU_PLANT_OTH,TEC_s1taz,7,PJ,,,no
PHL_INDU_PLANT_OTH,TEC_s1taz,8,PJ,,,no
