calculation_id,formula,source_ids,assumption_ids,input_calculation_ids,input_values,input_units,output_value,output_unit,script_path,script_version,notes
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2031,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.30;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.30,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2032,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.30;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.30,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2033,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.30;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.30,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2034,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.30;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.30,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2035,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.30;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.30,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2036,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.30;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.30,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2037,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.30;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.30,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2038,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.30;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.30,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2039,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.30;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.30,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2040,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2041,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2042,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2043,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2044,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2045,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2046,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2047,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2048,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2049,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2050,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0.40;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0.40,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2051,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2026,committed=0;expansion=0.40;residual_retirement=0;recycled=0.20;life=25,GW/year;GW/year;GW/year;GW/year;years,0.60,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2052,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2027,committed=0;expansion=0.40;residual_retirement=0;recycled=0.20;life=25,GW/year;GW/year;GW/year;GW/year;years,0.60,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2053,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_BIOM_CCS_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,CALC_PHL_V18_TAMAXCI_PP_BIOM_CCS_2028,committed=0;expansion=0.40;residual_retirement=0;recycled=0.20;life=25,GW/year;GW/year;GW/year;GW/year;years,0.60,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2026,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2026_2029;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2027,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2026_2029;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2028,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2026_2029;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2029,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2026_2029;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2030,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=1.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,1.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2031,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=1.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,1.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2032,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=1.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,1.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2033,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=1.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,1.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2034,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=1.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,1.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2035,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=1.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,1.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2036,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=1.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,1.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2037,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=1.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,1.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2038,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=1.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,1.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2039,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=1.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,1.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2040,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_H2_2041,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_H2_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
