assumption_id,statement,central_value,unit,evidence_source_ids,lower_bound,upper_bound,rationale,notes
ASM_PHL_V18_DEPLOY_PP_NUSMR_2026_2034,"PHL_POW_PP_NUSMR may commission at most 0 GW/year of expansion headroom during 2026-2034, before replacement allowances.",0,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"Judgmental, policy-neutral construction/financing/permitting/grid envelope informed by Philippine deployment evidence; it is deliberately generous and is not a forecast or capacity target.",classification=judgmental; BASE physical envelope inherited by policy scenarios unless an existing scenario override is more restrictive
ASM_PHL_V18_DEPLOY_PP_NUSMR_2035_2039,"PHL_POW_PP_NUSMR may commission at most 0.30 GW/year of expansion headroom during 2035-2039, before replacement allowances.",0.30,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"Judgmental, policy-neutral construction/financing/permitting/grid envelope informed by Philippine deployment evidence; it is deliberately generous and is not a forecast or capacity target.",classification=judgmental; BASE physical envelope inherited by policy scenarios unless an existing scenario override is more restrictive
ASM_PHL_V18_DEPLOY_PP_NUSMR_2040_2053,"PHL_POW_PP_NUSMR may commission at most 0.60 GW/year of expansion headroom during 2040-2053, before replacement allowances.",0.60,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"Judgmental, policy-neutral construction/financing/permitting/grid envelope informed by Philippine deployment evidence; it is deliberately generous and is not a forecast or capacity target.",classification=judgmental; BASE physical envelope inherited by policy scenarios unless an existing scenario override is more restrictive
ASM_PHL_V18_DEPLOY_PP_NU_2026_2034,"PHL_POW_PP_NU may commission at most 0 GW/year of expansion headroom during 2026-2034, before replacement allowances.",0,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"Judgmental, policy-neutral construction/financing/permitting/grid envelope informed by Philippine deployment evidence; it is deliberately generous and is not a forecast or capacity target.",classification=judgmental; BASE physical envelope inherited by policy scenarios unless an existing scenario override is more restrictive
ASM_PHL_V18_DEPLOY_PP_NU_2035_2053,"PHL_POW_PP_NU may commission at most 1.20 GW/year of expansion headroom during 2035-2053, before replacement allowances.",1.20,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,,,"Judgmental, policy-neutral construction/financing/permitting/grid envelope informed by Philippine deployment evidence; it is deliberately generous and is not a forecast or capacity target.",classification=judgmental; BASE physical envelope inherited by policy scenarios unless an existing scenario override is more restrictive
ASM_PHL_V18_DEPLOY_OLD_STOCK_ONLY,"The inherited coal, gas, oil and biomass CHP _OLD technologies receive zero new-capacity entry from 2026; their unchanged residual-capacity paths remain available until retirement.",0,GW/year,SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_MUIO_FORMULATION,,,These are inherited-stock representations; geothermal is the documented exception because the model has no separate geothermal new-build or repowering technology.,classification=judgmental technology-role rule; no residual capacity value changes
ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,Only allowances established from 2026 onward are recycled at operational life; unbounded pre-2026 defaults are not interpreted as physical permitted capacity.,2026,first recycled allowance vintage year,SRC_MUIO_FORMULATION,,,The deployment envelope starts in 2026 while every source cell through 2025 is preserved; recycling 9999/999999 defaults would defeat the physical bound.,classification=judgmental implementation boundary following the v14 allowance-recycling method
ASM_PHL_V22_NO_OUTCOME_FORCING,"Observed activities, fuel shares, irrigation volumes and groundwater shares are validation benchmarks only.",,,SRC_PHL_V22_SOURCE_CASE,,,Repository master rule.,
ASM_PHL_V22_COOKING_EFFICIENCY,Household inputs convert to useful cooking energy at sourced generic end-use efficiencies; the coal label remains a disclosed charcoal proxy.,"{""PHL_HOU_COOK_BIOM"": 0.15, ""PHL_HOU_COOK_COAL"": 0.2, ""PHL_HOU_COOK_ELE"": 0.7, ""PHL_HOU_COOK_NG"": 0.6, ""PHL_HOU_COOK_OIL"": 0.6}",useful PJ/input PJ,SRC_PHL_V22_WB_COOKING;SRC_PHL_V22_PSA_CPH,,,Calibrate physical conversion without prescribing fuel choice.,
ASM_PHL_V22_AGR_HEAT_IAR,Agriculture oil and gas heat use the existing sectoral 89% convention; direct electric heat uses unity input.,"{""PHL_AGR_HEAT_ELE"": [""PHL_AGR_ELE"", 1.0], ""PHL_AGR_HEAT_NG"": [""PHL_PRO_NG"", 1.123595506], ""PHL_AGR_HEAT_OIL"": [""PHL_PRO_OIL"", 1.123595506]}",input PJ/useful PJ,SRC_PHL_V22_SOURCE_CASE,,,"Close free-energy routes consistently; electric unity is a disclosed judgement call, not an observed-share target.",
ASM_PHL_V22_DAYTYPE_COLLAPSE,Remove the redundant wind daytype by summing YearSplit and SDP and taking YearSplit-weighted CF.,,,SRC_PHL_V22_SOURCE_CASE,,,Lossless aggregation of an otherwise degenerate dimension.,
ASM_PHL_V22_AFOLU_POSTSOLVE,"Rice methane, managed-soil N2O and partial land-stock change are disclosed post-solve from endogenous land activity; nothing is enforced in the LP.",,,SRC_PHL_V22_GHGI;SRC_PHL_V22_IPCC_AFOLU,,,"Complete the represented crop/land account without adding modes, constraints, prices or caps.",
ASM_PHL_V22_FIT_RESOURCE_COST_BOUNDARY,"Biomass FIT payments are domestic transfers, not resource costs; the optimizer retains residue collection cost and publishes tariff cash flow post-solve.",15.8,MUSD/PJ electricity,SRC_PHL_ERC_BIOMASS_FIT,,,Prevents a policy transfer from becoming a dispatch subsidy while retaining the physical cost driver and closed eligible stock.,The 15.8 value is inherited from v21's ERC-anchored residue collection assumption; it is not calibrated to generation.
ASM_PHL_V22_BASE_ZERO_EV,"BASE is the full-horizon no-EV counterfactual: the 11 technologies in CO_sdx29 have zero residual stock and may not build; policy scenarios other than EV inherit the restriction, while EV explicitly reopens them.",0,10^3 vehicles/year,SRC_PHL_V22_EV_TRUCK_FORMULATION,,,Defines the requested comparison through technology availability rather than an aggregate zero-activity equality.,"The post-2023 restriction is a scenario definition, not an assertion about observed future adoption."
ASM_PHL_V22_TRUCK_REPLACEMENT_ENVELOPE,"Each truck powertrain receives enough annual entry headroom to cover scheduled initial-stock retirement, positive class-service growth at the minimum class CAU, and replacement of its own expiring allowed vintages.",see CALC_PHL_V22_TRUL_TAMAXCI and CALC_PHL_V22_TRUH_TAMAXCI,10^3 vehicles/year,SRC_PHL_V22_EV_TRUCK_FORMULATION;SRC_MUIO_FORMULATION;SRC_PHL_V14_LTO_AR_2020,,,"Removes a deterministic capacity shortage without fixing diesel activity, fuel shares or powertrain choice.","This is an optimistic per-technology feasibility envelope, not an aggregate observed sales cap."
ASM_PHL_V23_NON_FORCING,"No generation, activity, build, dispatch or market share is fixed; observations classify stocks, demands, continuing physical constraints or benchmarks.",,,SRC_PHL_V23_PARENT,,,Repository master rule.,
ASM_PHL_V23_BIOFUEL_BORDER,Disable the undefined no-input domestic processor and permit positive-cost biofuel imports at the model border.,24.5,MUSD/PJ,SRC_PHL_V23_IRENA_BIOFUEL;SRC_PHL_V23_PARENT,,,An explicitly named import is a physical model boundary; an input-free domestic conversion is not.,
ASM_PHL_V23_CHARCOAL_PROXY,The coal-labelled household stove is a closed initial-stock charcoal proxy consuming biomass-energy rather than fossil coal.,,,SRC_PHL_V23_PARENT,,,Preserve the calibrated initial stock while removing fossil-coal replenishment and new entry.,
ASM_PHL_V23_CCS_2030,No modeled CCS technology may add capacity before 2030.,2030,first build year,SRC_PHL_V23_DOE_PEP;SRC_PHL_V23_DOE_PEP_2023,,,"The Philippine plans describe policy/R&D and future deployment, not commercial Philippine CCS capacity in the historical interval.",
ASM_PHL_V23_COAL_H2_CLOSED,Coal hydrogen and new coal agriculture heat are unavailable over the horizon.,,,SRC_PHL_V23_DOE_PEP;SRC_PHL_V23_DOE_PEP_2023,,,DOE treats hydrogen as R&D/policy development and the PEP states benefits are subject to non-fossil feedstock; no continuing Philippine coal-hydrogen or new coal-heat route is evidenced.,
ASM_PHL_V23_THERMAL_AF,New thermal technologies use disclosed planning availability below one; DOE dependable/nameplate ratios remain on existing fleets.,"{""PHL_POW_PP_BIOM_CCS"": 0.8, ""PHL_POW_PP_COAL"": 0.85, ""PHL_POW_PP_COAL_CCS"": 0.83, ""PHL_POW_PP_H2"": 0.9, ""PHL_POW_PP_NGCC"": 0.9, ""PHL_POW_PP_NGCC_CCS"": 0.88, ""PHL_POW_PP_NU"": 0.9, ""PHL_POW_PP_NUSMR"": 0.9}",fraction,SRC_PHL_V23_DOE_POWER,,,"Perfect annual availability is physically impossible; values are transparent planning assumptions, not utilization targets.",
ASM_PHL_V23_PRE2026_BUILD,The 2026-2029 physical delivery envelopes are extended back to 2021-2025; technologies without an eligible near-term route remain at zero.,"{""PHL_POW_GEO_OLD"": 0.15, ""PHL_POW_PP_BIOM_CCS"": 0.0, ""PHL_POW_PP_COAL"": 2.0, ""PHL_POW_PP_COAL_CCS"": 0.0, ""PHL_POW_PP_H2"": 0.0, ""PHL_POW_PP_HY_LA"": 1.0, ""PHL_POW_PP_NGCC"": 2.0, ""PHL_POW_PP_NGCC_CCS"": 0.0, ""PHL_POW_PP_NU"": 0.0, ""PHL_POW_PP_NUSMR"": 0.0, ""PHL_POW_PP_SPV"": 4.0, ""PHL_POW_PP_WOF"": 0.0, ""PHL_POW_PP_WON"": 1.5, ""PHL_POW_TD"": 4.0}",GW/year,SRC_PHL_V23_PARENT,,,Remove the historical 999999 construction hole without imposing a project or minimum build.,
ASM_PHL_V23_RESERVE_CREDIT,Firm-capacity credits use DOE legacy dependable ratios and disclosed new-technology planning availability; variable renewables receive no annual firm credit in this conservative reserve screen.,"{""PHL_POW_CHP_BIOM_FIT_OLD"": 0.6379079123826553, ""PHL_POW_CHP_BIOM_OLD"": 0.6379079123826553, ""PHL_POW_CHP_COAL_OLD"": 0.9361653523880883, ""PHL_POW_CHP_NG_OLD"": 0.9518030412744388, ""PHL_POW_CHP_OIL_OLD"": 0.7207666525043667, ""PHL_POW_GEO_OLD"": 0.7, ""PHL_POW_PP_BIOM_CCS"": 0.8, ""PHL_POW_PP_COAL"": 0.85, ""PHL_POW_PP_COAL_CCS"": 0.83, ""PHL_POW_PP_H2"": 0.9, ""PHL_POW_PP_HY_LA"": 0.8, ""PHL_POW_PP_NGCC"": 0.9, ""PHL_POW_PP_NGCC_CCS"": 0.88, ""PHL_POW_PP_NU"": 0.9, ""PHL_POW_PP_NUSMR"": 0.9}",fraction,SRC_PHL_V23_DOE_POWER;SRC_PHL_V23_DOE_PEP,,,Separate reserve accounting from physical timeslice capacity factors.,
ASM_PHL_V23_BIOMASS_SIMPLE_NONFORCING,"Supply shares, CHP dispatch and cooking route choices remain endogenous; only finite national resource ceilings are imposed.",,,SRC_PHL_V23_BIOMASS_IRENA_SUPPLY;SRC_PHL_V23_BIOMASS_DOE_AWARDED_2025,,,Repository non-forcing calibration rule.,
ASM_PHL_V23_BIOMASS_SIMPLE_FLAT_CAP,Public 2020 generic-biomass and crop-residue ceilings remain flat through 2053 pending an endogenous crop/forest formulation.,"{""generic_pj"": 274.8966504125725, ""residue_pj"": 110.34665891380581}",PJ/year,SRC_PHL_V23_BIOMASS_PSA_SUA_2020;SRC_PSA_OPENSTAT_AGRICULTURE_2020;SRC_PHL_V23_BIOMASS_PSA_FOREST_SIMPLE;SRC_PHL_V23_BIOMASS_FAO_MAI_SIMPLE;SRC_PHL_V23_BIOMASS_DOE_KES_SIMPLE,,,"A no-growth ceiling is conservative and avoids unsupported long-run resource growth; it is a physical upper bound, not an activity target.",
ASM_PHL_V23_BIOMASS_SIMPLE_COSTS,The 2020 supply-cost build-ups remain constant in real model currency.,"{""generic"": 1.4821552352450897, ""residue"": 1.5381360164258313}",MUSD/PJ,SRC_PHL_V23_BIOMASS_IRENA_SUPPLY;SRC_PHL_V23_BIOMASS_DOE_AWARDED_2025;SRC_PHL_V23_BIOMASS_NTA_FUELWOOD_SIMPLE;SRC_PSA_SSAF_2022,,,No defensible Philippine real-cost forecast was found.,
ASM_PHL_V23_BIOMASS_SIMPLE_CHARCOAL,Traditional kiln loss and upstream emissions are integrated into the closed legacy charcoal cooking route instead of represented by a separate kiln technology.,0.3196651346027577,PJ charcoal/PJ raw wood,SRC_PHL_V23_BIOMASS_KILN_SIMPLE,,,Preserve physical loss and emissions with minimal matrix structure.,
ASM_PHL_V23_BIOMASS_SIMPLE_COOKING_PROXY,"In the absence of fuel-specific 2020 cooking-only energy, normalized primary-cooking-fuel household shares weight route efficiencies and are applied to DOE total household biomass energy to proxy useful cooking service.",0.431074297188755,PJ useful/PJ final energy,SRC_PHL_V23_BIOMASS_DOE_HOUSEHOLD;SRC_PHL_V23_BIOMASS_PSA_COOKING,,,Correct the inherited final-energy/useful-service unit mismatch without forcing route activity; the proxy and its validation limitation are explicit.,
ASM_PHL_V24_CROP_NORMALIZATION,GAEZ is used only for relative mode/cluster multipliers; each neutral cluster-area/equal-mode weighted group is normalized to its PSA achieved-yield anchor.,weighted mean multiplier=1,dimensionless,SRC_PHL_V24_PSA_CROP_2020_2024;SRC_PHL_V24_GAEZ_RELATIVE,,,Restore geography and management response without treating agro-climatic potential as realized national yield.,
ASM_PHL_V24_PRODUCTIVITY,"From 2025, crop output per unit of modeled land activity grows at 1% per year; this is land productivity, not economy-wide TFP.",0.01,fraction/year,SRC_PHL_V24_PSA_CROP_2020_2024;SRC_PHL_V24_PHILRICE_PLAN,,,Conservative central path relative to the official rice-sector ambition; no sensitivity is selected or run for the user.,
ASM_PHL_V24_IRRIGATION_STOCK,The v23 2.006 Mha rice irrigation residual stock is retained as maintained service capacity through 2053; the 2.155026 Mha NIA total is benchmark-only and no retirement path is invented.,2.006,Mha rice irrigation service capacity,SRC_PSA_OPENSTAT_AGRICULTURE_2020;SRC_PHL_V24_NIA_2024,,,"NIA reports total developed irrigation, not a rice-only vintage schedule; assigning it to one rice mode or aging it without commissioning data would be unsupported.",
ASM_PHL_V24_WATER_GUARDRAIL,"Agriculture delivery TAUs equal the existing annual national surface/groundwater envelopes; observed 2024 AFF abstractions remain benchmarks, not caps.",TAU_agriculture=UCC_national,km3/year,SRC_PSA_OPENSTAT_AGRICULTURE_2020,,,Remove 999999 sentinels without shrinking the feasible set or forcing an observed sector withdrawal.,
ASM_PHL_V24_CROP_GHG,Inventory-calibrated rice CH4 and managed-soil N2O are solver-reported CO2e EARs; rice CH4 uses IPCC aggregated irrigated/rainfed water scaling and soil N2O remains an average pending fertilizer-rate data.,"{""ipcc_water_scaling"": {""irrigated_aggregated"": 0.6, ""rainfed_aggregated"": 0.45}, ""managed_soil_n2o_mtco2e_per_land_unit"": 0.07627117937811322, ""rice_ch4_irrigated_mtco2e_per_land_unit"": 0.8690593712224696, ""rice_ch4_rainfed_mtco2e_per_land_unit"": 0.6517945284168523}",MtCO2e/model land unit,SRC_PHL_V22_GHGI;SRC_PHL_V24_IPCC_AFOLU_CORRECTED,,,Move the existing post-solve crop account into the model without an emissions cap or price; do not pretend unsupported input-specific fertilizer rates.,
ASM_FX_2021,One US dollar is 49.25 Philippine pesos.,,,SRC_PSA_SSAF_2022,,,"Average market rate for 2021, the price year of the crop cost data.",Already the house convention. Changing it would break comparability with the rice VariableCost already stored in the case.
ASM_HOUSE_CROP_FORMULA,Crop VariableCost = output activity ratio (Mt per 10^3 km2) x production cost (PHP/kg) x 1000 kg/t / 49.25 PHP/USD.,,,SRC_VC_MODEL_INTERNAL,,,This is the formula already used for the two rice modes in the case.,"Verified: 0.32229806503462954 x 13.95 x 20.30456852791878 = 91.29051791336207, the stored value for LNDAGRPHLC01 mode 11. Matches CALC_PHL_V16_CROP_RICE_VARIABLE_COST in the canonical ledger."
ASM_COST_RATIO,"For crops other than palay, production cost per kilogram is the 2021 farmgate unit value times palay's own cost-to-unit-value ratio: 0.749175 irrigated, 0.836761 rainfed.",,,SRC_PSA_SSAF_2022;SRC_VC_PSA_T51_2021,,,"PSA runs a cost-and-returns survey for palay only. No Philippine source publishes cost per kilogram for maize, coconut, sugarcane, tomato or the residual crop group.","This is the single largest judgement in the crop block: it assumes every crop spends the same share of its farmgate value on production. The 2022 total-cost-to-gross-returns ratios from Tables 5.6 and 5.7 (0.8172 irrigated, 0.8832 rainfed) are an alternative, and substituting them raises every non-rice crop cost by 9 percent irrigated and 6 percent rainfed."
ASM_ROAD_K,Road-vehicle maintenance cost per kilometre is 1.8462e-06 times the price of a new vehicle.,,,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41,,,Derived from an observed Philippine bus operator cost and corroborated by the Philippine HDM-4 calibration.,PIDS gives 1.8462e-06 per km including maintenance labour; MMUTIS gives 1.82e-06 per km for parts alone. The 1.4 percent gap is smaller than either source's own uncertainty.
ASM_ROAD_CAPEX_PROPORTIONAL,"The same coefficient applies to every road vehicle class, scaled by that class's capital cost.",,,SRC_VC_JICA_MMUTIS_TR9_T41,,,"HDM-4, the model family MMUTIS calibrated, expresses parts consumption as a percentage of new-vehicle price for every vehicle class.","Weakest for two- and three-wheelers, whose maintenance does not fall linearly with price: the resulting 0.0016 USD/km is at the low end of plausibility. Those three proposals are marked LOW confidence."
ASM_ACTIVITY_IS_VEHICLE_KM,"Road transport activity in this case is vehicle-kilometres, not passenger- or tonne-kilometres, despite the commodity names.",,,SRC_VC_MODEL_INTERNAL,,,"Every road technology has an output activity ratio of exactly 1, and the input activity ratios are per-vehicle fuel intensities: 1.449 MJ/km for a car, about 4.5 L/100 km, and 9.92 MJ/km for a bus, about 27.5 L/100 km.","If passenger-kilometres were intended, every proposal here would have to be divided by an occupancy factor."
ASM_PHEV_CAPEX_DEFECT,"Plug-in hybrid VariableCost is the mean of the same-class internal-combustion and battery-electric proposals, not a value scaled from its own capital cost.",,,SRC_VC_MODEL_INTERNAL,,,"The stored plug-in hybrid capital costs are about 1000 times too large: car 14000, bus 75000, heavy truck 57000, light truck and van 18000 MUSD per 10^3 vehicles. Any capex-proportional rule would inherit that error.",Recompute these five proposals once the capital costs are corrected.
ASM_EIA_PROXY,United States variable operations and maintenance costs are used for Philippine power plants.,,,SRC_VC_EIA_AEO2023_T1,,,"No Philippine institution publishes technology-level non-fuel variable operating cost. The closest national data, the PSA Annual Survey of Philippine Business and Industry, implies about 51 USD/MWh of non-intermediate expense for the electricity sector, which plainly includes depreciation, taxes, interest and distribution margin and so cannot be used as variable O&M.","Variable O&M is dominated by consumables and wear-related overhaul, both internationally traded; the labour share, where the Philippines differs most, sits mainly in fixed O&M. Expect true Philippine values somewhat below these."
ASM_VC_UNITS_USD_PER_GJ,"For a technology whose activity unit is PJ, VariableCost in MUSD per PJ is numerically USD per GJ.",,,SRC_VC_MODEL_INTERNAL,,,MUSD/PJ = 10^6 USD / 10^15 J = 10^-9 USD/J = 1 USD/GJ.,This is why the conversion from USD/MWh is a division by 3.6.
ASM_CCS_INCREMENT,"Biomass with carbon capture costs the biomass variable O&M plus the increment capture adds to coal, 12.35 minus 5.06 = 7.29 2022USD/MWh.",,,SRC_VC_EIA_AEO2023_T1,,,The EIA table has no biomass-with-capture row.,"Marked LOW confidence. The increment is dominated by solvent make-up and CO2 compression, which scale with captured CO2, and biomass flue gas differs from coal flue gas."
ASM_PHL_V25_CROP_NET_RESOURCE_BOUNDARY,"Crop VariableCost uses PSA cash cost less fuel/oil, irrigation fee, land tax, rentals and crop-loan interest.","{""irrigated"": 0.5185047584788187, ""rainfed"": 0.4959059312872035}",share of total production cost,SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_PHL_V25_PARENT,,,Exclude energy/water/land costs represented elsewhere and financial transfers; retain real variable inputs and hired labor.,Does not force crop activity or irrigation. Unknown 'other' cash cost remains included.
ASM_PHL_V25_NONRICE_PALAY_SHARE,Apply each palay ecosystem's net-cash/total-cost share to Claude's same-regime non-rice crop proposal.,"{""irrigated"": 0.5185047584788187, ""rainfed"": 0.4959059312872035}",dimensionless,SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_PHL_V25_CLAUDE_PACKAGE,,,No national detailed cost structure exists for every represented non-rice crop; this preserves Claude's sourced crop unit values and model yields.,Medium-confidence proxy; crop-specific structures remain a high-priority gap.
ASM_PHL_V25_ROAD_CLASS_ANCHORS,Use Claude's Philippine liquid-vehicle maintenance proposal as the absolute maintenance anchor within each modeled road class.,class-specific values in V25_APPLIED.csv,USD/vehicle-km,SRC_PHL_V25_CLAUDE_PACKAGE;SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41,,,Preserves Philippine evidence and class differentiation while ending drivetrain scaling by purchase price.,The 23-wheel anchor remains LOW confidence as Claude disclosed.
ASM_PHL_V25_ROAD_DRIVETRAIN_MULTIPLIERS,"Apply DOE/Argonne repair multipliers LIQ/NG 1.00, PHEV 0.86, BEV 0.67 and FCEV/H2 0.67 within each class.","{""ELE"": 0.67, ""H2"": 0.67, ""LIQ"": 1.0, ""NG"": 1.0, ""PHEV"": 0.86}",dimensionless relative to ICEV,SRC_PHL_V25_DOE_ARGONNE_TCO_2021,,,Drivetrain complexity is more relevant to repair cost than the model's erroneous high purchase costs.,The source is light-duty; application to heavy vehicles is explicitly low confidence.
ASM_PHL_V25_LAND_MODE_KEEP,"Keep modes 25, 26, 28, 29 and 30 at 0.0001 in all eight land clusters.",0.0001,MUSD/1000 km2 land activity,SRC_PHL_V25_PARENT;SRC_VC_MODEL_INTERNAL,,,They are non-crop land-cover/hydrology routes; crop production cost is inapplicable and changing them could alter land tie-breaking.,Mode 27 is not part of this set and retains its documented -10 forest incentive.
ASM_PHL_V25_NONFORCING,"VariableCost changes remain economic drivers; historical generation, irrigation, water use, crop mix and drivetrain shares are benchmarks only.",no outcome constraints,classification,SRC_PHL_V25_PARENT,,,Activity outcomes must remain endogenous.,"No TAL/TAU, share, dispatch, demand, resource or equation change is made."
ASM_PHL_V28_CLUSTER_LAND_ACCOUNT,The eight fixed cluster totals form the complete national land partition; all 30 cluster modes consume exactly one national land-class commodity at 1:1.,295.8131 national endowment equals the sum of eight cluster areas,10^3 km2;model formulation,SRC_PSA_NAMRIA_LAND_ACCOUNTS_2020;SRC_PHL_V17_LAND_BUILD,,,Retains physical and spatial closure while removing the duplicate ENV_LAND terminal and global UDC.,Mode 29 allocates residual land to OTHER LAND; no unlocated national land slack is introduced.
ASM_PHL_V28_FALLOW_SHARE,Idle/fallow land is at least 4 percent of total cropland after the historical 2020 initialization.,idle >= productive/24,share rule,SRC_PHL_V17_LAND_BUILD,,,Preserves an agricultural reserve without forcing the historical total cropland stock in every year.,The 4 percent value is a parsimonious modeling assumption; the observed 2020 share is 4.2207 percent.
ASM_PHL_V28_BIOMASS_CENTRAL_TRAJECTORY,BASE biomass availability follows one offline annual central path built from inherited crop-demand and productivity evidence.,annual 2020-2053 series in retained snapshot,PJ/year,SRC_PHL_V23_BIOMASS_PSA_SUA_2020;SRC_PHL_V23_BIOMASS_PSA_FOREST_SIMPLE;SRC_PHL_V23_BIOMASS_DOE_KES_SIMPLE;SRC_PHL_V24_PSA_CROP_2020_2024,,,Adds physical time variation without a global UDC or endogenous cross-module dependency.,Policy scenarios inherit BASE. Forest and other generic components remain at their conservative 2020 values.
ASM_PHL_V29_PHYSICAL_CROPLAND,One physical cropland stock feeds all 24 crop choices and endogenous idle/fallow; only the observed total is initialized in 2020.,125.2805,1000 km2 in 2020,SRC_PSA_NAMRIA_LAND_ACCOUNTS_2020;SRC_PHL_V29_PARENT,0,national land endowment,Separates physical land from management choice without crop shares.,No post-2020 cropland floor and no cultivated-area or fallow-share constraint.
ASM_PHL_V29_SHARED_IRRIGATION,One national irrigation-service stock is available at 1:1 to every irrigated crop mode.,20.06,1000 km2 service area,SRC_PSA_SSAF_2022;SRC_FAO_STATISTICAL_YEARBOOK_2022;SRC_PHL_V29_NIA_IRRIGATION_OM,0,unbounded optional expansion after 2020,Infrastructure is crop-shared; AGRWATPHL continues to represent crop- and cluster-specific water withdrawals.,Residual stock availability does not require use; no crop or irrigation share is imposed.
ASM_PHL_V29_RESOURCE_COST_BOUNDARY,Crop VC includes real paid in-kind and imputed inputs and labour and excludes land rents/taxes financing and irrigation charges represented by shared service.,crop-specific,2021 PHP/ha converted to MUSD/1000 km2,SRC_PSA_OPENSTAT_AGRICULTURE_2020;SRC_PHL_V29_PSA_VEGETABLE_COSTS;SRC_PHL_V29_SRA_SUGARCANE_COST;SRC_PHL_V29_PCA_COCONUT_COST,,,Avoids the v25 universal palay cash-share proxy and avoids double counting land finance and irrigation service.,Constant real 2021 costs after 2021; fuel and energy remain included because crop modes do not consume separate energy commodities.
ASM_PHL_V29_INPUT_LEVEL,High input uses the full crop resource cost; low input removes observed fertilizer pesticide and named chemical-treatment cost while retaining seed labour machinery and harvest costs.,source-specific difference,PHP/ha,SRC_PSA_OPENSTAT_AGRICULTURE_2020;SRC_PHL_V29_PSA_VEGETABLE_COSTS;SRC_PHL_V29_SRA_SUGARCANE_COST;SRC_PHL_V29_PCA_COCONUT_COST,,,Creates a transparent per-hectare economic distinction without inventing a fertilizer commodity.,Inherited yields water and emissions remain unchanged and require separate future calibration.
ASM_PHL_V29_OTHER_CROP_BASKET,The broad other-crops cost uses 2020 modeled-component area weights: tropical fruit plus plantain uses papaya; rubber uses annualized roadmap establishment cost; cassava and mango use direct PSA costs.,area-weighted,PHP/ha,SRC_PSA_OPENSTAT_AGRICULTURE_2020;SRC_PHL_V29_DA_RUBBER_ROADMAP,,,Matches the retained FAOSTAT composition more closely than the v25 palay-share proxy.,Papaya-to-tropical-fruit/plantain and rubber annualization remain disclosed medium/low-confidence transfers.
ASM_PHL_V29_NONFORCING,Observed land and irrigation values initialize available 2020 physical stocks; no crop activity share cultivated share fallow share or irrigation-use target is added.,no outcome constraints,classification,SRC_PHL_V29_PARENT,,,Preserves the master historical-calibration rule.,The optimizer chooses crop modes idle cropland irrigation use and future land conversion.
ASM_PHL_V30_SINGLE_MANAGEMENT,Only one cost-and-yield management system is operable per modeled crop and water regime until paired Philippine farm observations can support another.,12 active systems,classification,SRC_PHL_V24_PSA_CROP_2020_2024;SRC_PHL_V29_PSA_VEGETABLE_COSTS;SRC_PHL_V29_SRA_SUGARCANE_COST;SRC_PHL_V30_PSA_PALAY_MICRODATA_CATALOG;SRC_PHL_V30_PSA_TOMATO_MICRODATA_CATALOG,,,Prevents the optimizer choosing an unevidenced high/low combination whose GAEZ layers use different climate periods.,The inherited high/full resource-cost mode is retained; twelve low-input modes use a 1e-6 operational-zero upper bound because sparse exact zeros are omitted by MUIO.
ASM_PHL_V30_YIELD_AFTER_2020,Each active cluster/crop/water yield is initialized at the 2020 Philippine value and evolves with the corresponding FAO 2050 Business As Usual yield index.,FAO BAU index rebased to 2020=1,ratio,SRC_PHL_V16_CROP_YIELD_INPUTS;SRC_PHL_V24_GAEZ_RELATIVE;SRC_PHL_V30_FAO_FOFA2050_CROP,,,Uses an independent published projection rather than forcing or reproducing observed post-base outcomes.,Milestones are interpolated linearly; the published 2040-2050 slope continues through 2053; maize and coconut use the published rainfed index for both model water regimes; the five-component other-crop aggregate is weighted by retained 2020 production.
ASM_PHL_V30_DYNAMIC_BUILT,Built-up land equals population settlement land plus installed solar-PV and onshore-wind direct footprints in every solved year and scenario.,PV 0.012; wind 0.010,1000 km2/GW,SRC_PSA_NAMRIA_LAND_ACCOUNTS_2020;SRC_PHL_V17_PSA_POP_SCENARIO2;SRC_PHL_V28_BOI_SOLAR_LAND;SRC_PHL_V28_NREL_WIND_LAND,0,national land endowment,Makes renewable land compete during optimization through the existing built-up land class.,The population component inherits the v17 path after subtracting the estimated 2020 PV/wind footprint so the 2020 total remains exactly observed.
