block,technology,technology_id,mode,years,value_before,value_after,method,source_ids,confidence
crop,LNDAGRPHLC07,TEC_72dqm,17,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC07,TEC_72dqm,19,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,11,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,14,34,91.29051791336207,45.27150930351695,existing rice total-cost VC x PSA rainfed net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,17,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
crop,LNDAGRPHLC08,TEC_xaiae,19,34,184.22028037532073,95.51909198290593,existing rice total-cost VC x PSA irrigated net-cash/total-cost share,SRC_PSA_SSAF_2022;SRC_PHL_V25_PSA_PALAY_DETAIL_2022;SRC_VC_MODEL_INTERNAL,MEDIUM
road,PHL_TRA_23WHEEL_ELE,TEC_86iqi,1,34,0.0001,1.082355684664129,Claude Philippine 23WHEEL liquid anchor x DOE/Argonne ELE repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_23WHEEL_LIQ,TEC_ojmg5,1,34,0.0001,1.6154562457673565,Claude Philippine 23WHEEL liquid anchor x DOE/Argonne LIQ repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_23WHEEL_NG,TEC_32tdz,1,34,0.0001,1.6154562457673565,Claude Philippine 23WHEEL liquid anchor x DOE/Argonne NG repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_BUS_ELE,TEC_bt8n5,1,34,0.0001,92.18556361203007,Claude Philippine BUS liquid anchor x DOE/Argonne ELE repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_BUS_H2,TEC_8fk3w,1,34,0.0001,92.18556361203007,Claude Philippine BUS liquid anchor x DOE/Argonne H2 repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_BUS_LIQ,TEC_mhaln,1,34,0.0001,137.59039345079114,Claude Philippine BUS liquid anchor x DOE/Argonne LIQ repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,MEDIUM
road,PHL_TRA_BUS_NG,TEC_ru9ab,1,34,0.0001,137.59039345079114,Claude Philippine BUS liquid anchor x DOE/Argonne NG repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,MEDIUM
road,PHL_TRA_BUS_PHEV,TEC_085ph,1,34,0.0001,118.32773836768038,Claude Philippine BUS liquid anchor x DOE/Argonne PHEV repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_CAR_ELE,TEC_lv1dz,1,34,0.0001,16.74810882113691,Claude Philippine CAR liquid anchor x DOE/Argonne ELE repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_CAR_H2,TEC_dpe8t,1,34,0.0001,16.74810882113691,Claude Philippine CAR liquid anchor x DOE/Argonne H2 repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_CAR_LIQ,TEC_g3wdp,1,34,0.0001,24.99717734498046,Claude Philippine CAR liquid anchor x DOE/Argonne LIQ repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,MEDIUM
road,PHL_TRA_CAR_NG,TEC_c6q1n,1,34,0.0001,24.99717734498046,Claude Philippine CAR liquid anchor x DOE/Argonne NG repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,MEDIUM
road,PHL_TRA_CAR_PHEV,TEC_gl5ju,1,34,0.0001,21.497572516683196,Claude Philippine CAR liquid anchor x DOE/Argonne PHEV repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_TRUH_ELE,TEC_6m7n3,1,34,0.0001,69.92770017032099,Claude Philippine TRUH liquid anchor x DOE/Argonne ELE repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_TRUH_H2,TEC_2071z,1,34,0.0001,69.92770017032099,Claude Philippine TRUH liquid anchor x DOE/Argonne H2 repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_TRUH_LIQ,TEC_cjwym,1,34,0.0001,104.36970174674774,Claude Philippine TRUH liquid anchor x DOE/Argonne LIQ repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,MEDIUM
road,PHL_TRA_TRUH_NG,TEC_tp8ti,1,34,0.0001,104.36970174674774,Claude Philippine TRUH liquid anchor x DOE/Argonne NG repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,MEDIUM
road,PHL_TRA_TRUH_PHEV,TEC_ya11y,1,34,0.0001,89.75794350220305,Claude Philippine TRUH liquid anchor x DOE/Argonne PHEV repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_TRUL_ELE,TEC_9v7fy,1,34,0.0001,21.687458952925375,Claude Philippine TRUL liquid anchor x DOE/Argonne ELE repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_TRUL_H2,TEC_st101,1,34,0.0001,21.687458952925375,Claude Philippine TRUL liquid anchor x DOE/Argonne H2 repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_TRUL_LIQ,TEC_k3xjq,1,34,0.0001,32.36934172078414,Claude Philippine TRUL liquid anchor x DOE/Argonne LIQ repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,MEDIUM
road,PHL_TRA_TRUL_NG,TEC_hig3m,1,34,0.0001,32.36934172078414,Claude Philippine TRUL liquid anchor x DOE/Argonne NG repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,MEDIUM
road,PHL_TRA_TRUL_PHEV,TEC_rkxff,1,34,0.0001,27.83763387987436,Claude Philippine TRUL liquid anchor x DOE/Argonne PHEV repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_VAN_ELE,TEC_2pm04,1,34,0.0001,21.687458952925375,Claude Philippine VAN liquid anchor x DOE/Argonne ELE repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_VAN_H2,TEC_qppbf,1,34,0.0001,21.687458952925375,Claude Philippine VAN liquid anchor x DOE/Argonne H2 repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
road,PHL_TRA_VAN_LIQ,TEC_7tjb0,1,34,0.0001,32.36934172078414,Claude Philippine VAN liquid anchor x DOE/Argonne LIQ repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,MEDIUM
road,PHL_TRA_VAN_NG,TEC_87ogj,1,34,0.0001,32.36934172078414,Claude Philippine VAN liquid anchor x DOE/Argonne NG repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,MEDIUM
road,PHL_TRA_VAN_PHEV,TEC_427lp,1,34,0.0001,27.83763387987436,Claude Philippine VAN liquid anchor x DOE/Argonne PHEV repair multiplier,SRC_VC_PIDS_DPS1502_T5;SRC_VC_JICA_MMUTIS_TR9_T41;SRC_PHL_V25_DOE_ARGONNE_TCO_2021,LOW
